playerID,season,games,timeOnIce,points,goals,assists,shots 
8470638,20122013,42,810:22,32,10,22,125
8470638,20132014,80,1439:18,62,30,32,243
8470638,20142015,81,1468:37,55,23,32,234
8470638,20152016,80,1586:47,68,32,36,282
8470638,20162017,79,1534:25,53,21,32,302
8470638,20172018,64,1244:00,63,30,33,224
8470638,20182019,65,1200:22,79,32,47,205
8470655,20062007,49,657:20,23,10,13,89
8470655,20072008,72,1056:43,31,13,18,129
8470655,20082009,82,1450:32,54,31,23,208
8470655,20092010,79,1445:45,48,17,31,163
8470655,20102011,82,1615:53,62,31,31,211
8470655,20112012,82,1639:50,54,24,30,234
8470655,20122013,48,941:20,28,6,22,100
8470655,20132014,74,1446:33,57,27,30,165
8470655,20142015,80,1491:17,58,26,32,183
8470655,20152016,79,1519:11,45,21,24,168
8470655,20162017,74,1266:47,38,17,21,175
8470655,20172018,57,877:32,33,14,19,160
8470655,20182019,70,912:43,20,7,13,129
8471276,20062007,6,26:21,0,0,0,2
8471276,20072008,56,835:28,27,6,21,73
8471276,20082009,82,1382:23,73,22,51,146
8471276,20092010,79,1441:28,52,17,35,156
8471276,20102011,75,1414:14,62,13,49,157
8471276,20112012,79,1455:26,62,23,39,145
8471276,20122013,47,869:42,33,10,23,93
8471276,20132014,80,1529:40,69,19,50,169
8471276,20142015,47,853:51,31,7,24,70
8471276,20152016,72,1461:40,63,17,46,143
8471276,20162017,82,1497:40,54,23,31,158
8471276,20172018,64,1080:03,44,17,27,119
8471276,20182019,81,1431:56,73,20,53,139
8473419,20092010,20,239:17,1,0,1,32
8473419,20102011,77,1076:47,41,21,20,149
8473419,20112012,76,1339:19,55,28,27,167
8473419,20122013,45,763:24,36,18,18,91
8473419,20132014,82,1307:44,53,25,28,149
8473419,20142015,77,1301:20,42,24,18,180
8473419,20152016,77,1432:13,61,37,24,250
8473419,20162017,80,1554:55,85,39,46,226
8473419,20172018,68,1340:41,85,34,51,182
8473419,20182019,79,1550:16,100,36,64,231
8474000,20102011,38,673:50,10,5,5,57
8474000,20112012,10,104:59,2,0,2,8
8474000,20112012,13,237:44,3,2,1,12
8474000,20142015,25,429:55,4,2,2,28
8474000,20152016,47,709:26,4,0,4,54
8474000,20162017,1,16:48,0,0,0,0
8474000,20162017,10,129:02,2,1,1,10
8474000,20172018,22,379:32,1,0,1,31
8474000,20182019,35,511:54,6,3,3,40
8474008,20132014,12,77:13,0,0,0,6
8474008,20142015,10,78:47,1,0,1,5
8474008,20152016,4,39:53,1,1,0,5
8474008,20162017,6,62:53,0,0,0,8
8474008,20172018,60,615:36,14,7,7,51
8474008,20182019,5,45:41,0,0,0,1
8474008,20182019,2,28:49,0,0,0,3
8475186,20102011,2,22:57,0,0,0,0
8475186,20112012,67,1060:03,7,2,5,64
8475186,20122013,17,246:46,1,0,1,14
8475186,20122013,13,153:03,6,1,5,15
8475186,20132014,74,1134:19,15,4,11,115
8475186,20142015,38,573:50,6,1,5,56
8475186,20142015,19,355:39,5,1,4,21
8475186,20152016,73,1448:11,19,4,15,106
8475186,20162017,63,1195:31,22,12,10,102
8475186,20172018,81,1620:45,18,7,11,141
8475186,20182019,61,1145:08,13,4,9,97
8475745,20122013,37,557:19,14,8,6,50
8475745,20132014,70,1196:23,30,12,18,135
8475745,20142015,82,1193:22,35,11,24,120
8475745,20152016,82,1419:12,42,21,21,140
8475745,20162017,82,1369:34,56,18,38,159
8475745,20172018,66,1091:11,37,11,26,117
8475745,20182019,60,1023:24,28,10,18,113
8475745,20182019,21,335:32,6,2,4,42
8475780,20142015,9,79:06,0,0,0,7
8475780,20152016,11,107:29,0,0,0,17
8475780,20152016,26,214:05,4,4,0,27
8475780,20152016,6,72:06,2,0,2,11
8475780,20162017,43,402:22,7,6,1,40
8475780,20172018,64,860:56,15,6,9,78
8475780,20172018,15,188:02,1,1,0,15
8475780,20182019,76,1022:24,19,12,7,135
8475807,20132014,16,186:58,3,1,2,26
8475807,20142015,38,416:48,3,0,3,42
8475807,20152016,71,1109:26,24,10,14,81
8475807,20162017,82,1042:56,12,7,5,104
8475807,20172018,75,792:53,7,2,5,97
8475807,20182019,70,943:37,12,7,5,103
8476191,20132014,47,820:43,6,1,5,41
8476191,20142015,41,739:22,7,2,5,37
8476191,20152016,71,1353:10,18,5,13,64
8476191,20162017,58,1032:07,13,3,10,49
8476191,20172018,68,1323:12,16,1,15,64
8476191,20182019,39,692:04,7,0,7,32
8476374,20162017,8,73:36,1,0,1,11
8476374,20172018,75,918:40,14,6,8,134
8476374,20182019,71,977:58,21,8,13,134
8476439,20142015,31,433:34,9,6,3,78
8476439,20152016,8,92:49,1,0,1,15
8476439,20162017,78,1005:55,24,16,8,167
8476439,20172018,71,769:35,14,7,7,117
8476439,20182019,53,509:03,6,4,2,57
8476792,20112012,2,34:15,1,0,1,3
8476792,20122013,1,15:47,1,0,1,0
8476792,20132014,79,1383:17,40,14,26,183
8476792,20142015,78,1528:20,39,12,27,205
8476792,20152016,81,1750:43,44,4,40,244
8476792,20162017,81,1749:39,51,8,43,208
8476792,20172018,76,1550:30,59,14,45,197
8476792,20182019,64,1363:13,53,6,47,151
8476891,20162017,2,24:58,0,0,0,4
8476891,20172018,61,1021:11,15,3,12,82
8476891,20182019,66,1262:39,18,3,15,90
8477320,20162017,19,166:46,2,1,1,26
8477320,20172018,1,10:23,0,0,0,0
8477320,20182019,1,13:46,0,0,0,0
8477365,20182019,19,336:24,1,0,1,22
8477956,20142015,46,642:46,27,10,17,93
8477956,20152016,51,711:12,26,15,11,108
8477956,20162017,75,1348:41,70,34,36,262
8477956,20172018,82,1473:12,80,35,45,246
8477956,20182019,66,1237:45,81,38,43,235
8478415,20182019,2,21:52,0,0,0,1
8478443,20162017,82,1706:54,16,6,10,88
8478443,20172018,76,1462:01,6,0,6,76
8478443,20182019,72,1506:26,10,2,8,116
8478468,20182019,16,248:37,1,1,0,11
8478485,20182019,2,23:11,1,1,0,4
8478498,20172018,70,1005:59,43,16,27,143
8478498,20182019,68,1099:00,42,27,15,156
8479325,20172018,63,1395:17,32,7,25,77
8479325,20182019,54,1197:20,28,7,21,79
8479365,20182019,15,141:00,0,0,0,19
8480001,20182019,2,18:12,0,0,0,2
8480901,20182019,11,133:36,5,3,2,15
8480944,20182019,61,698:24,12,1,11,60
8480944,20182019,4,39:08,1,0,1,5
8476931,20132014,7,106:30,1,0,1,1
8476931,20142015,2,22:15,0,0,0,2
8476931,20152016,77,1472:03,14,4,10,62
8476931,20162017,76,1573:35,20,3,17,79
8476931,20172018,53,1033:33,12,3,9,53
8476931,20182019,59,1117:45,14,4,10,64
8478542,20152016,2,23:30,2,1,1,8
8478542,20162017,30,387:45,6,4,2,51
8478542,20172018,48,668:36,25,7,18,91
8478542,20182019,74,1170:57,29,9,20,168
8471436,20072008,13,137:49,1,0,1,6
8471436,20082009,53,900:20,27,6,21,58
8471436,20092010,76,1365:21,14,6,8,60
8471436,20102011,22,356:44,3,1,2,26
8471436,20102011,51,994:40,10,0,10,74
8471436,20112012,33,595:56,6,3,3,40
8471436,20122013,43,925:23,6,0,6,57
8471436,20132014,1,17:27,0,0,0,1
8471436,20142015,55,869:52,11,2,9,72
8471436,20152016,60,1353:49,10,2,8,74
8471436,20162017,72,1294:27,19,1,18,73
8471436,20172018,42,735:27,10,4,6,52
8471436,20182019,14,219:38,2,0,2,10
8471743,20072008,48,424:00,7,1,6,40
8471743,20082009,25,263:42,5,1,4,19
8471743,20092010,61,677:04,10,4,6,67
8471743,20102011,65,1051:33,29,7,22,75
8471743,20112012,73,1156:34,20,5,15,117
8471743,20122013,48,741:54,19,8,11,69
8471743,20132014,61,1021:18,33,9,24,102
8471743,20162017,1,16:41,1,1,0,2
8471743,20172018,81,1387:04,31,11,20,136
8471743,20182019,69,978:49,13,5,8,71
8473449,20072008,9,148:09,5,2,3,15
8473449,20082009,65,1170:39,39,18,21,165
8473449,20092010,80,1643:10,52,19,33,249
8473449,20102011,38,630:09,20,5,15,72
8473449,20112012,79,1348:18,45,24,21,152
8473449,20122013,48,813:53,24,4,20,101
8473449,20132014,71,1450:46,69,27,42,195
8473449,20142015,60,1173:16,51,18,33,195
8473449,20152016,79,1438:15,64,22,42,202
8473449,20162017,65,1233:03,45,19,26,156
8473449,20172018,76,1294:04,44,15,29,161
8473449,20182019,78,1075:15,29,14,15,147
8474567,20082009,47,851:05,19,9,10,90
8474567,20092010,81,1734:12,23,10,13,155
8474567,20102011,71,1590:40,17,5,12,155
8474567,20112012,65,1515:33,30,5,25,150
8474567,20122013,33,763:05,14,5,9,85
8474567,20132014,55,1260:01,11,3,8,134
8474567,20142015,41,908:55,13,3,10,74
8474567,20142015,21,558:00,7,0,7,51
8474567,20152016,64,1430:15,24,7,17,121
8474567,20162017,56,1124:53,11,2,9,73
8474567,20172018,18,344:49,1,0,1,29
8474567,20182019,65,1405:44,19,3,16,93
8474618,20102011,20,299:23,2,0,2,13
8474618,20112012,63,1372:17,12,3,9,77
8474618,20122013,6,86:33,1,1,0,7
8474618,20132014,76,1429:40,17,3,14,80
8474618,20142015,64,1390:20,23,11,12,112
8474618,20152016,73,1511:06,21,5,16,126
8474618,20162017,71,1302:02,13,4,9,88
8474618,20172018,82,1911:59,22,5,17,138
8474618,20182019,63,1109:27,13,6,7,83
8475149,20102011,69,1015:54,27,13,14,102
8475149,20112012,80,1344:17,46,14,32,90
8475149,20122013,34,563:55,22,6,16,40
8475149,20132014,80,1403:04,44,8,36,107
8475149,20142015,82,1350:57,47,20,27,138
8475149,20152016,74,1231:20,46,17,29,132
8475149,20162017,82,1393:30,58,24,34,129
8475149,20172018,29,463:45,14,5,9,42
8475149,20182019,48,789:27,27,12,15,103
8475149,20182019,10,134:07,3,1,2,12
8475784,20102011,82,1371:59,63,31,32,215
8475784,20112012,64,1191:59,44,20,24,210
8475784,20122013,42,775:28,24,13,11,159
8475784,20132014,71,1220:46,54,33,21,274
8475784,20142015,77,1235:42,31,18,13,235
8475784,20152016,82,1335:29,51,28,23,258
8475784,20162017,79,1401:21,63,37,26,281
8475784,20172018,82,1370:03,49,24,25,277
8475784,20182019,82,1518:29,63,40,23,268
8476293,20142015,1,04:21,0,0,0,0
8476293,20152016,24,256:27,6,5,1,39
8476293,20162017,78,853:40,26,8,18,127
8476293,20172018,3,31:21,0,0,0,3
8476293,20172018,17,126:48,0,0,0,10
8476293,20172018,49,684:07,14,6,8,85
8476293,20182019,15,171:45,3,0,3,25
8476525,20152016,42,663:23,16,3,13,59
8476525,20162017,61,964:46,13,6,7,85
8476525,20172018,82,1586:11,41,10,31,177
8476525,20182019,65,1276:59,29,3,26,131
8476918,20162017,80,1090:42,27,16,11,116
8476918,20172018,79,1132:10,28,17,11,136
8476918,20182019,81,1300:39,35,17,18,154
8477499,20132014,34,649:58,4,2,2,52
8477499,20142015,78,1607:54,20,8,12,121
8477499,20152016,82,2073:01,41,9,32,202
8477499,20162017,79,2090:58,45,6,39,186
8477499,20172018,73,1934:27,41,6,35,182
8477499,20182019,78,1922:02,43,5,38,182
8477839,20152016,44,429:08,10,7,3,51
8477839,20162017,61,972:12,53,23,30,154
8477839,20172018,79,1101:50,30,18,12,142
8477839,20182019,78,1140:24,34,14,20,147
8477933,20142015,9,93:16,1,0,1,3
8477933,20152016,79,1330:03,42,23,19,165
8477933,20162017,79,1360:09,47,17,30,178
8477933,20172018,82,1402:19,50,25,25,188
8477933,20182019,82,1554:32,65,22,43,180
8477986,20162017,27,469:17,6,2,4,50
8477986,20172018,80,1637:35,32,9,23,160
8477986,20182019,62,1405:23,25,5,20,126
8477986,20182019,20,435:24,10,3,7,55
8478403,20152016,81,1548:51,56,24,32,238
8478403,20162017,61,1215:08,57,24,33,249
8478403,20172018,67,1349:36,64,25,39,246
8478403,20182019,77,1573:59,82,28,54,303
8479268,20152016,7,103:45,4,0,4,5
8479268,20162017,11,138:39,0,0,0,10
8479268,20172018,37,694:52,8,3,5,48
8479268,20182019,38,585:33,6,1,5,37
8479999,20172018,6,84:07,5,1,4,9
8479999,20182019,77,1035:47,25,12,13,118
8480839,20182019,82,1734:45,44,9,35,177
8473991,20082009,30,582:33,5,1,4,31
8473991,20092010,21,344:25,5,0,5,16
8473991,20102011,82,1641:21,12,2,10,64
8473991,20112012,82,1711:41,17,1,16,56
8473991,20122013,48,1005:52,5,1,4,39
8473991,20132014,82,1683:53,18,2,16,95
8473991,20142015,82,1593:27,21,5,16,72
8473991,20152016,82,1752:45,21,4,17,75
8473991,20162017,82,1622:51,13,3,10,81
8473991,20172018,82,1646:36,12,1,11,84
8473991,20182019,9,155:42,1,0,1,8
8476469,20142015,1,14:47,0,0,0,0
8476469,20152016,43,522:56,10,4,6,52
8476469,20162017,57,862:49,19,10,9,111
8476469,20172018,79,995:31,29,12,17,128
8476469,20182019,57,900:14,23,13,10,134
8476948,20152016,3,32:05,2,0,2,3
8476948,20162017,3,35:47,2,0,2,3
8476948,20172018,72,1010:05,30,10,20,179
8476948,20182019,32,373:32,5,3,2,50
8477003,20162017,3,25:44,0,0,0,2
8477476,20162017,73,1011:42,28,18,10,158
8477476,20172018,66,1088:08,21,12,9,164
8477476,20182019,82,1275:43,31,11,20,176
8470642,20052006,28,476:01,10,2,8,46
8470642,20062007,79,1531:47,40,17,23,152
8470642,20072008,54,1052:46,20,6,14,152
8470642,20082009,81,1941:36,53,23,30,251
8470642,20092010,78,1807:12,43,16,27,222
8470642,20102011,82,2076:09,48,16,32,254
8470642,20112012,78,2040:34,49,19,30,230
8470642,20122013,48,1244:14,28,9,19,124
8470642,20132014,79,2125:22,56,23,33,195
8470642,20142015,78,2056:48,45,15,30,237
8470642,20152016,78,1979:24,51,20,31,189
8470642,20162017,78,1954:46,42,17,25,183
8470642,20172018,26,659:03,16,6,10,75
8470642,20182019,58,1362:03,33,14,19,166
8470775,20062007,4,19:05,0,0,0,5
8470775,20082009,43,519:31,4,2,2,56
8470775,20092010,39,504:33,6,1,5,48
8470775,20092010,32,446:47,4,1,3,44
8470775,20102011,79,1192:08,25,10,15,123
8470775,20112012,68,1007:57,15,9,6,85
8470775,20122013,45,645:11,15,7,8,58
8470775,20132014,81,1042:01,16,9,7,105
8470775,20142015,80,1065:56,18,5,13,87
8470775,20152016,49,568:04,6,3,3,42
8470775,20162017,30,311:34,2,1,1,19
8470775,20172018,43,537:31,11,4,7,28
8470775,20172018,26,343:27,6,1,5,25
8470775,20182019,53,684:49,6,4,2,35
8470775,20182019,25,329:27,7,1,6,36
8473507,20102011,35,713:05,5,1,4,41
8473507,20112012,73,1588:31,25,2,23,111
8473507,20122013,48,1051:38,12,3,9,66
8473507,20132014,80,1726:47,17,7,10,96
8473507,20142015,59,1236:03,15,4,11,103
8473507,20142015,19,421:31,7,3,4,23
8473507,20152016,51,1089:10,16,5,11,98
8473507,20162017,80,1769:12,28,8,20,172
8473507,20172018,82,1926:35,42,12,30,178
8473507,20182019,82,1895:47,46,13,33,172
8474038,20102011,8,87:38,2,1,1,5
8474038,20112012,22,225:04,5,3,2,13
8474038,20122013,4,41:49,1,0,1,1
8474038,20132014,47,678:49,21,7,14,46
8474038,20142015,57,824:41,19,6,13,62
8474038,20152016,62,853:02,18,11,7,50
8474038,20162017,81,1220:28,43,22,21,96
8474038,20172018,82,1322:17,35,20,15,115
8474038,20182019,56,815:44,31,15,16,94
8474668,20102011,10,65:03,0,0,0,9
8474668,20112012,68,554:50,8,4,4,48
8474668,20122013,40,382:13,6,3,3,35
8474668,20132014,44,341:33,12,3,9,29
8474668,20132014,17,171:53,4,3,1,12
8474668,20142015,79,962:21,29,10,19,91
8474668,20152016,56,803:16,26,14,12,117
8474668,20152016,15,149:11,1,0,1,19
8474668,20162017,64,824:26,15,8,7,94
8474668,20172018,46,486:20,8,4,4,44
8474668,20182019,42,509:54,11,5,6,53
8474668,20182019,9,90:43,0,0,0,5
8475193,20102011,9,86:25,1,1,0,6
8475193,20122013,18,204:44,7,4,3,32
8475193,20132014,73,1047:36,39,19,20,158
8475193,20142015,82,1330:18,56,29,27,211
8475193,20152016,81,1162:27,45,21,24,165
8475193,20162017,82,1416:44,46,25,21,166
8475193,20172018,62,1037:52,28,16,12,140
8475193,20172018,20,295:54,6,4,2,34
8475193,20182019,80,1312:45,58,25,33,195
8475279,20132014,1,10:47,0,0,0,0
8475279,20142015,40,680:55,8,2,6,37
8475279,20152016,70,1012:03,10,1,9,74
8475279,20162017,59,903:57,12,2,10,49
8475279,20172018,57,870:44,14,2,12,57
8475279,20182019,78,1452:04,20,5,15,111
8475321,20132014,9,102:40,2,1,1,15
8475321,20142015,28,376:28,5,3,2,28
8475321,20152016,5,41:34,2,1,1,2
8475321,20152016,1,09:29,1,0,1,0
8475321,20162017,7,55:51,0,0,0,1
8475321,20182019,47,371:55,7,3,4,34
8475738,20152016,10,81:10,0,0,0,1
8475738,20152016,4,49:53,0,0,0,3
8475738,20162017,23,329:09,12,8,4,49
8475738,20172018,69,893:33,21,8,13,102
8475738,20182019,28,390:33,9,3,6,33
8475738,20182019,19,207:54,2,1,1,12
8475738,20182019,16,249:40,10,4,6,30
8475848,20122013,44,609:58,28,15,13,117
8475848,20132014,81,1293:07,41,19,22,211
8475848,20142015,82,1360:12,47,24,23,254
8475848,20152016,53,878:32,40,19,21,173
8475848,20162017,64,966:05,29,10,19,187
8475848,20172018,82,1324:54,54,31,23,278
8475848,20182019,82,1344:33,52,33,19,302
8476285,20162017,10,114:27,2,1,1,9
8476285,20172018,10,136:42,5,2,3,17
8476285,20182019,39,410:27,10,3,7,35
8476393,20142015,11,96:59,0,0,0,6
8476393,20152016,36,386:19,11,6,5,41
8476393,20162017,60,720:04,16,6,10,99
8476393,20172018,71,913:15,19,12,7,119
8476393,20182019,81,1097:07,27,7,20,144
8476422,20152016,29,350:24,7,1,6,27
8476422,20162017,17,210:29,1,1,0,19
8476422,20172018,38,469:13,10,2,8,36
8476422,20172018,19,383:39,8,0,8,29
8476422,20182019,57,1064:31,11,3,8,101
8476479,20142015,2,19:00,0,0,0,2
8476479,20152016,30,385:25,5,1,4,48
8476479,20152016,21,265:12,5,3,2,24
8476479,20162017,82,1277:42,40,13,27,133
8476479,20172018,52,862:34,25,8,17,94
8476479,20182019,81,1439:58,53,12,41,132
8476967,20142015,1,19:31,0,0,0,0
8476967,20152016,8,98:46,0,0,0,9
8476967,20162017,21,299:05,3,0,3,19
8476967,20172018,71,921:59,8,2,6,73
8476967,20182019,57,1017:03,17,6,11,102
8477494,20142015,70,926:33,32,4,28,76
8477494,20152016,21,303:18,10,4,6,25
8477494,20162017,73,1292:35,53,21,32,183
8477494,20172018,77,1355:09,46,13,33,164
8477494,20182019,81,1371:26,53,18,35,190
8477503,20152016,81,1326:19,52,18,34,156
8477503,20162017,59,1001:52,38,9,29,108
8477503,20172018,82,1369:54,45,9,36,150
8477503,20182019,82,1425:19,72,28,44,203
8477850,20132014,1,19:26,1,0,1,0
8477850,20142015,40,608:00,10,2,8,39
8477850,20152016,26,379:05,4,0,4,14
8477850,20162017,51,761:40,8,2,6,39
8477850,20172018,65,1017:43,13,3,10,58
8477850,20182019,26,404:09,2,0,2,20
8477850,20182019,19,300:31,4,0,4,27
